Full_Name,Specialty,Add_Specialty,Full_Address,Practice,Address,City,State,Zip,Phone,URL
"Malvin Y.. Yan, DO",Nephrology,Internal Medicine,"Dr. Malvin Yan, Inc9844 Atlantic Ave., Suite B South Gate, CA 90280","Dr. Malvin Yan, Inc","9844 Atlantic Ave., Suite B South Gate, CA 90280",South Gate,CA,90280,310-886-0869,https://www.stfrancismedicalcenter.com/find-a-provider/malvin-y-yan-do/
"Jason S.. Wiguna, DO",Internal Medicine,,"Epic Medical Group4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Epic Medical Group,"4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Sherman Oaks,CA,91403,657-276-7080,https://www.stfrancismedicalcenter.com/find-a-provider/jason-s-wiguna-do/
"Sita L.. Yanamadala, MD",Nephrology,Internal Medicine,"Renal Medical Associates3625 E. MLK Jr. Blvd., Suite 2 Lynwood, CA 90262",Renal Medical Associates,"3625 E. MLK Jr. Blvd., Suite 2 Lynwood, CA 90262",Lynwood,CA,90262,310-638-0533,https://www.stfrancismedicalcenter.com/find-a-provider/sita-l-yanamadala-md/
"Paul J.. Wisniewski, DO",Surgical Critical Care,General Surgery,"Desert Trauma Surgeons3628 E. Imperial Hwy, Suite 408Lynwood, CA 90262",Desert Trauma Surgeons,"3628 E. Imperial Hwy, Suite 408Lynwood, CA 90262",Lynwood,CA,90262,310-554-4127,https://www.stfrancismedicalcenter.com/find-a-provider/paul-j-wisniewski-do/
"Helen Yang, DO",Obstetrics and Gynecology,,"AllSafe Medical Group8077 Florence Ave, Ste 112 Downey, CA 90242",AllSafe Medical Group,"8077 Florence Ave, Ste 112 Downey, CA 90242",Downey,CA,90242,562-904-6031,https://www.stfrancismedicalcenter.com/find-a-provider/helen-yang-do/
"Emilia A.. Wobga-Pasiah, MD",Family Medicine,,"Epic Medical Group4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Epic Medical Group,"4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Sherman Oaks,CA,91403,213-279-1220,https://www.stfrancismedicalcenter.com/find-a-provider/emilia-a-wobga-pasiah-md/
"Parham Yashar, MD",Neurological Surgery,,"Yashar Neurosurgery8436 W. 3rd Street, Suite 800Los Angeles, CA 90048",Yashar Neurosurgery,"8436 W. 3rd Street, Suite 800Los Angeles, CA 90048",Los Angeles,CA,90048,424-209-2669,https://www.stfrancismedicalcenter.com/find-a-provider/parham-yashar-md/
"Stuart Wolf, MD",Family Medicine,,"Stuart Wolf  MD3625 E. MLK Jr. Blvd., Suite 9 Lynwood, CA 90262",Stuart Wolf  MD,"3625 E. MLK Jr. Blvd., Suite 9 Lynwood, CA 90262",Lynwood,CA,90262,310-223-1444,https://www.stfrancismedicalcenter.com/find-a-provider/stuart-wolf-md/
"Maryam Zamanian, MD",Critical Care Medicine,Internal Medicine,"Pulmonary Consultants and Wellness Center, Inc.8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045","Pulmonary Consultants and Wellness Center, Inc.","8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045",Los Angeles,CA,90045,310-295-0075,https://www.stfrancismedicalcenter.com/find-a-provider/maryam-zamanian-md/
"Thomas C.. Yee, MD",Anesthesiology,,"2995 South Jones Blvd, #DLas Vegas, NV 89146",,"2995 South Jones Blvd, #DLas Vegas, NV 89146",Las Vegas,NV,89146,800-276-7021,https://www.stfrancismedicalcenter.com/find-a-provider/thomas-c-yee-md/
"Amirhossein Zangiabadi, MD",Neurology,Internal Medicine,"3630 E. Imperial Hwy., Respiratory/Neuro Dept. #2120 (Appts Secondary Address) Lynwood, CA 90262",,"3630 E. Imperial Hwy., Respiratory/Neuro Dept. #2120 (Appts Secondary Address) Lynwood, CA 90262",Lynwood,CA,90262,310-900-8526,https://www.stfrancismedicalcenter.com/find-a-provider/amirhossein-zangiabadi-md/
"Brian C.. Yi, DPM",Podiatrist,,"3616 E 1st StreetLos Angeles, CA 90063",,"3616 E 1st StreetLos Angeles, CA 90063",Los Angeles,CA,90063,323-264-6157,https://www.stfrancismedicalcenter.com/find-a-provider/brian-c-yi-dpm/
"Mehdi Zargarian, MD",Clinical Cardiac Electrophysiology,,"8423 Florence Ave., Suite C Downey, CA 90240",,"8423 Florence Ave., Suite C Downey, CA 90240",Downey,CA,90240,562-861-6371,https://www.stfrancismedicalcenter.com/find-a-provider/mehdi-zargarian-md/
"Paul H.. Yoshino, MD",Interventional Cardiology,,"Cardiovascular Medical Associates8317 Davis St., Suite A Downey, CA 90241",Cardiovascular Medical Associates,"8317 Davis St., Suite A Downey, CA 90241",Downey,CA,90241,562-869-1511,https://www.stfrancismedicalcenter.com/find-a-provider/paul-h-yoshino-md/
"Daniel H.. Zee, MD",Radiology - Telemedicine,,"P. O. Box 53803, P. O. Box 53803 Irvine, CA 92619",,"P. O. Box 53803, P. O. Box 53803 Irvine, CA 92619",Irvine,CA,92619,888-662-5321,https://www.stfrancismedicalcenter.com/find-a-provider/daniel-h-zee-md/
"Harding G.. Young, MD",Family Medicine,,"3617 E. MLK Jr. Blvd.Lynwood, CA 90262",,"3617 E. MLK Jr. Blvd.Lynwood, CA 90262",Lynwood,CA,90262,310-631-2660,https://www.stfrancismedicalcenter.com/find-a-provider/harding-g-young-md/
"Anne M.. Zepeda-Tiscareno, MD",Neonatal-Perinatal Medicine,Pediatrics,"1201 W. La Veta Ave.Orange, CA 92868",,"1201 W. La Veta Ave.Orange, CA 92868",Orange,CA,92868,714-509-3096,https://www.stfrancismedicalcenter.com/find-a-provider/anne-m-zepeda-tiscareno-md/
"Chibong A.. Yu, DO",Infectious Disease,,"1023 Whispering Oaks Dr.Arcadia, CA 91006",,"1023 Whispering Oaks Dr.Arcadia, CA 91006",Arcadia,CA,91006,626-515-4130,https://www.stfrancismedicalcenter.com/find-a-provider/chibong-a-yu-do/
"Manuel Zevallos, MD",Hematology/Oncology,Internal Medicine,"3628 E. Imperial Hwy., Suite 401Lynwood, CA 90262",,"3628 E. Imperial Hwy., Suite 401Lynwood, CA 90262",Lynwood,CA,90262,310-667-4000,https://www.stfrancismedicalcenter.com/find-a-provider/manuel-zevallos-md/
"Daniel M.. Zinar, MD",Orthopaedic Surgery,,"2865 Atlantic Ave., Suite 221 Long Beach, CA 90806",,"2865 Atlantic Ave., Suite 221 Long Beach, CA 90806",Long Beach,CA,90806,562-912-7437,https://www.stfrancismedicalcenter.com/find-a-provider/daniel-m-zinar-md/
"Brian M.. Zwecker, MD",Nephrology,Internal Medicine,"The Kidney Specialists Medical Corp101 E. Beverly Blvd., Suite 304 Montebello, CA 90640",The Kidney Specialists Medical Corp,"101 E. Beverly Blvd., Suite 304 Montebello, CA 90640",Montebello,CA,90640,323-722-7418,https://www.stfrancismedicalcenter.com/find-a-provider/brian-m-zwecker-md/
